datetime,US_interest_rate,Gold_Price,Gold_Change,Silver_Price,Silver_Change,US_10_year_rate,10_year_rate_Change,DollarIndex,DollarIndex_Change,USD_KRW_Price,USD_KRW_Change
2006-02-09,4.96,564.5,2.62,9.638,2.37,4.549,-0.91,90.18,-0.16,972.75,0.1
2006-02-08,4.96,550.1,-0.16,9.415,0.37,4.591,0.44,90.32,0.21,971.75,0.36
2006-02-07,4.96,551,-3.37,9.38,-3.58,4.571,0.53,90.13,-0.06,968.25,0.53
2006-02-06,4.96,570.2,0.49,9.728,-0.02,4.547,0.4,90.18,0.49,963.1,-0.73
2006-02-03,4.96,567.4,-0.89,9.73,-1.16,4.529,-0.75,89.74,0.55,970.15,-0.23
2006-02-02,4.96,572.5,0.54,9.844,0.86,4.563,0.04,89.25,-0.13,972.4,1.07
2006-02-01,4.96,569.4,-0.25,9.76,-0.91,4.561,0.93,89.37,0.63,962.1,0.23
2006-01-31,4.96,570.8,0.88,9.85,1.13,4.519,-0.26,88.81,-0.53,959.87,-1.13
2006-01-30,4.96,565.8,1.27,9.74,1.82,4.531,0.35,89.28,0.1,970.8,0
2006-01-27,4.96,558.7,-0.18,9.566,0.02,4.515,-0.22,89.19,0.83,970.8,0.19
2006-01-26,4.96,559.7,-0.44,9.564,1.05,4.525,0.98,88.46,0.34,969,0.03
2006-01-25,4.96,562.2,0.81,9.465,3.07,4.481,1.98,88.16,0.32,968.7,-0.71
2006-01-24,4.96,557.7,-0.11,9.183,1.74,4.394,0.76,87.88,0.13,975.6,-0.6
2006-01-23,4.96,558.3,0.87,9.026,1.64,4.361,0.14,87.77,-1.14,981.5,-0.53
2006-01-20,4.96,553.5,-0.88,8.88,-1.97,4.355,-0.5,88.78,-0.48,986.7,0.58
2006-01-19,4.96,558.4,2.7,9.058,2.7,4.377,0.9,89.21,0.15,981,-1.12
2006-01-18,4.96,543.7,-1.75,8.82,-2.22,4.338,0.18,89.08,0,992.15,0.31
2006-01-17,4.96,553.4,-0.49,9.02,-1.01,4.33,-0.85,89.08,0.47,989.05,0.67
2006-01-13,4.96,556.1,1.42,9.112,1.17,4.357,-1.16,88.66,-0.64,987.65,1.39
2006-01-12,4.96,548.3,-0.09,9.007,0,4.408,-1.12,89.23,0.54,974.1,-1.08
2006-01-11,4.96,548.8,0.83,9.007,0.56,4.458,0.63,88.75,-0.36,984.7,0.27
2006-01-10,4.96,544.3,-0.87,8.957,-2.87,4.43,1.3,89.07,0.08,982.05,0.47
2006-01-09,4.96,549.1,1.74,9.222,1.21,4.373,-0.23,89,0.43,977.45,-1.2
2006-01-06,4.96,539.7,2.55,9.112,3.44,4.383,0.57,88.62,-0.52,989.3,-0.55
2006-01-05,4.96,526.3,-1.42,8.809,-3.22,4.358,0.23,89.08,0.19,994.75,-0.36
2006-01-04,4.96,533.9,0.6,9.102,0.17,4.348,-0.5,88.91,-0.74,998.35,-0.61
2006-01-03,4.96,530.7,2.33,9.087,3.03,4.37,-0.57,89.57,-1.53,1004.5,-0.82
2006-01-02,4.96,518.6,0.29,8.82,0.09,4.395,0.8,90.96,0.12,1012.82,0.53
2005-12-30,3.21,517.1,0.27,8.82,0.09,4.395,0.8,90.96,0.12,1007.5,-0.3
2005-12-29,3.21,515.7,0.29,8.812,-0.6,4.36,-0.46,90.85,-0.22,1010.5,-0.3
2005-12-28,3.21,514.2,1.22,8.865,1.41,4.38,0.83,91.05,0.14,1013.5,0.1
2005-12-27,3.21,508,0.99,8.742,2.02,4.344,-0.73,90.92,0.41,1012.45,0.06
2005-12-23,3.21,503,0.06,8.569,0.79,4.376,-1.33,90.55,0.1,1013.6,-0.11
2005-12-22,3.21,502.7,1.97,8.502,1.78,4.435,-1.36,90.46,-0.25,1014.75,-0.36
2005-12-21,3.21,493,-0.32,8.353,0.49,4.496,0.67,90.69,0.2,1018.4,0.1
2005-12-20,3.21,494.6,-1.79,8.312,-2.98,4.466,0.45,90.51,0.72,1017.4,0.09
2005-12-19,3.21,503.6,0.04,8.567,0.54,4.446,0.16,89.864,0.22,1016.5,-0.1
2005-12-16,3.21,503.4,-0.1,8.521,-0.33,4.439,-0.52,89.67,-0.4,1017.5,0.2
2005-12-15,3.21,503.9,-0.51,8.549,2.05,4.462,-0.04,90.03,0.28,1015.5,0.2
2005-12-14,3.21,506.5,-2.78,8.377,-1.41,4.464,-1.35,89.78,-0.62,1013.5,-1.27
2005-12-13,3.21,521,-1.4,8.497,-3.36,4.525,-0.61,90.34,0.03,1026.5,-0.59
2005-12-12,3.21,528.4,0.27,8.792,-2.31,4.553,0.44,90.31,-0.99,1032.6,-0.28
2005-12-09,3.21,527,1.48,9,1.19,4.533,1.45,91.21,-0.01,1035.5,0.1
2005-12-08,3.21,519.3,0.97,8.894,1.32,4.468,-1.08,91.22,-0.7,1034.5,-0.1
2005-12-07,3.21,514.3,0.8,8.778,0.99,4.517,0.65,91.86,0.51,1035.5,0.1
2005-12-06,3.21,510.2,0.26,8.692,0.7,4.488,-1.9,91.39,-0.07,1034.5,-0.19
2005-12-05,3.21,508.9,1.11,8.632,1.03,4.575,1.33,91.45,-0.47,1036.5,0.19
2005-12-02,3.21,503.3,0.16,8.544,0.53,4.515,-0.09,91.88,0.12,1034.5,-0.19
2005-12-01,3.21,502.5,1.6,8.499,2.64,4.519,0.65,91.77,0.28,1036.5,-0.1
2005-11-30,3.21,494.6,-0.9,8.28,-0.19,4.49,0.18,91.51,-0.09,1037.5,-0.1
2005-11-29,3.21,499.1,0.16,8.296,-0.63,4.482,1.63,91.59,0.76,1038.5,-0.1
2005-11-28,3.21,498.3,1.26,8.349,2.76,4.41,-0.56,90.9,-1.17,1039.5,-0.19
2005-11-23,3.21,492.1,-0.1,8.125,-0.49,4.478,1.06,91.43,0.03,1036.5,-0.67
2005-11-22,3.21,492.6,0.74,8.165,0.54,4.431,-0.72,91.4,-0.59,1043.5,0.58
2005-11-21,3.21,489,0.7,8.121,0.84,4.463,-0.73,91.94,0.08,1037.5,0
2005-11-18,3.21,485.6,-0.12,8.053,-0.42,4.496,0.69,91.87,0.07,1037.5,0.39
2005-11-17,3.21,486.2,1.65,8.087,1.26,4.465,-0.29,91.81,-0.49,1033.5,-0.29
2005-11-16,3.21,478.3,2.18,7.986,2.78,4.478,-1.86,92.26,0.3,1036.5,0.19
2005-11-15,3.21,468.1,-0.02,7.77,0.08,4.563,-1.02,91.98,-0.07,1034.5,-0.48
2005-11-14,3.21,468.2,-0.02,7.764,0.32,4.61,0.68,92.04,0.16,1039.5,-0.17
2005-11-11,3.21,468.3,0.36,7.739,0.72,4.579,0.37,91.89,-0.08,1041.3,-0.5
2005-11-10,3.21,466.6,0.06,7.684,0.39,4.562,-1.79,91.96,0.62,1046.5,-0.18
2005-11-09,3.21,466.3,1.17,7.654,0.7,4.645,1.89,91.39,0.16,1048.4,0.23
2005-11-08,3.21,460.9,0.41,7.601,0.29,4.559,-1.49,91.24,0.08,1046,-0.14
2005-11-07,3.21,459,0.59,7.579,0.42,4.628,-0.75,91.17,0.01,1047.5,-0.29
2005-11-04,3.21,456.3,-0.83,7.547,-0.66,4.663,0.21,91.16,0.91,1050.5,0.43
2005-11-03,3.21,460.1,-0.58,7.597,0.86,4.653,0.93,90.34,0.86,1046,0.43
2005-11-02,3.21,462.8,0.87,7.532,1.21,4.61,0.9,89.57,-0.39,1041.5,0
2005-11-01,3.21,458.8,-1.35,7.442,-1.43,4.569,0.26,89.92,-0.01,1041.5,-0.18
2005-10-31,3.21,465.1,-1.67,7.55,-3.08,4.557,-0.26,89.93,0.53,1043.4,0.2
2005-10-28,3.21,473,-0.17,7.79,-0.15,4.569,0.33,89.46,0.61,1041.35,0.02
2005-10-27,3.21,473.8,0.55,7.802,-0.29,4.554,-0.76,88.92,-0.44,1041.15,-0.42
2005-10-26,3.21,471.2,-0.34,7.825,0.49,4.589,1.08,89.31,0.3,1045.5,-0.29
2005-10-25,3.21,472.8,1.68,7.787,1.55,4.54,2.07,89.04,-1.01,1048.5,-0.63
2005-10-24,3.21,465,-0.43,7.668,0.17,4.448,1.28,89.95,-0.26,1055.15,-0.5
2005-10-21,3.21,467,1.3,7.655,0.55,4.392,-0.97,90.18,0.47,1060.5,0.57
2005-10-20,3.21,461,-0.54,7.613,0.24,4.435,-0.76,89.76,-0.04,1054.5,0.09
2005-10-19,3.21,463.5,-1.82,7.595,-2.48,4.469,-0.18,89.8,-0.33,1053.5,0
2005-10-18,3.21,472.1,-0.42,7.788,-0.5,4.477,-0.49,90.1,0.52,1053.5,0.48
2005-10-17,3.21,474.1,1.04,7.827,0.17,4.499,0.4,89.63,0.5,1048.5,0.38
2005-10-14,3.21,469.2,-0.4,7.814,1.68,4.481,0.31,89.18,-0.48,1044.5,-0.48
2005-10-13,3.21,471.1,-0.59,7.685,-1.32,4.467,0.49,89.61,0.18,1049.5,0.57
2005-10-12,3.21,473.9,-0.67,7.788,-0.47,4.445,1.14,89.45,-0.38,1043.5,-0.1
2005-10-11,3.21,477.1,0.42,7.825,0.33,4.395,0.76,89.79,0.63,1044.5,0.64
2005-10-10,3.21,475.1,0.08,7.799,0.96,4.362,0,89.23,0.31,1037.85,0.03
2005-10-07,3.21,474.7,0.59,7.725,2.34,4.362,-0.75,88.95,0.54,1037.5,-0.19
2005-10-06,3.21,471.9,1.24,7.548,1.62,4.395,1.13,88.47,-1.44,1039.5,0
2005-10-05,3.21,466.1,0,7.428,0.72,4.346,-0.57,89.76,-0.16,1039.5,-0.38
2005-10-04,3.21,466.1,0,7.375,-0.38,4.371,-0.36,89.9,-0.03,1043.5,-0.38
2005-10-03,3.21,466.1,-0.62,7.403,-0.74,4.387,1.27,89.93,0.65,1047.5,0.38
2005-09-30,3.21,469,-0.7,7.458,-0.57,4.332,0.65,89.35,0.15,1043.5,0.38
2005-09-29,3.21,472.3,0.55,7.501,2.1,4.304,1.06,89.22,-0.07,1039.5,0
2005-09-28,3.21,469.7,1.53,7.347,1.05,4.259,-0.61,89.28,-0.12,1039.5,0.1
2005-09-27,3.21,462.6,-0.71,7.271,-0.49,4.285,-0.26,89.39,0.55,1038.5,0.39
2005-09-26,3.21,465.9,0.52,7.307,0.47,4.296,1.06,88.9,-0.09,1034.5,0.39
2005-09-23,3.21,463.5,-0.66,7.273,-1.09,4.251,1.53,88.98,0.7,1030.5,0.28
2005-09-22,3.21,466.6,-0.49,7.353,-0.03,4.187,0.41,88.36,0.53,1027.65,-0.08
2005-09-21,3.21,468.9,0.58,7.355,0.55,4.17,-1.74,87.89,-0.55,1028.5,-0.29
2005-09-20,3.21,466.2,-0.11,7.315,-0.31,4.244,-0.21,88.38,0.18,1031.5,0.29
2005-09-19,3.21,466.7,1.57,7.338,1.51,4.253,-0.61,88.22,0.2,1028.5,-0.19
2005-09-16,3.21,459.5,0.88,7.229,2.99,4.279,1.47,88.04,-0.09,1030.5,0.49
2005-09-15,3.21,455.5,1.27,7.019,0.47,4.217,1.13,88.12,0.49,1025.5,0
2005-09-14,3.21,449.8,0.83,6.986,0.62,4.17,0.9,87.69,-0.08,1025.5,-0.02
2005-09-13,3.21,446.1,-0.8,6.943,-0.79,4.133,-1.03,87.76,0.07,1025.75,-0.07
2005-09-12,3.21,449.7,0.16,6.998,-0.07,4.176,1.26,87.7,0.93,1026.5,0.1
2005-09-09,3.21,449,0.51,7.003,0.53,4.124,-0.55,86.89,-0.13,1025.5,-0.19
2005-09-08,3.21,446.7,0.4,6.966,-1.21,4.147,0.14,87,0.09,1027.5,0.12
2005-09-07,3.21,444.9,0.11,7.051,0.28,4.141,0.98,86.92,0.44,1026.3,0.13
2005-09-06,3.21,444.4,0.05,7.031,0.33,4.101,1.41,86.54,0.45,1025,0.22
2005-09-02,3.21,444.2,0.43,7.008,0.6,4.044,0.22,86.25,-0.27,1026.5,-0.29
2005-09-01,3.21,442.3,1.96,6.966,2.73,4.035,0.52,86.48,-1.21,1029.5,-0.87
2005-08-31,3.21,433.8,0.6,6.781,1.35,4.014,-1.95,87.54,-0.88,1038.5,0.42
2005-08-30,3.21,431.2,-1.33,6.691,-0.58,4.094,-1.92,88.32,0.16,1034.2,0.36
2005-08-29,3.21,437,-0.09,6.73,-0.15,4.174,-0.43,88.18,0.4,1030.5,0.17
2005-08-26,3.21,437.4,-0.23,6.74,-1.29,4.192,0.75,87.83,0.31,1028.8,0.44
2005-08-25,3.21,438.4,0.25,6.828,-1.3,4.161,-0.24,87.56,-0.3,1024.3,-0.31
2005-08-24,3.21,437.3,-0.48,6.918,-0.63,4.171,-0.31,87.82,-0.22,1027.5,-0.1
2005-08-23,3.21,439.4,0.3,6.962,-1.3,4.184,-0.64,88.01,-0.06,1028.5,0.39
2005-08-22,3.21,438.1,0.21,7.054,0.77,4.211,0,88.06,-0.49,1024.5,0.2
2005-08-19,3.21,437.2,-0.52,7,0.14,4.211,0.12,88.49,-0.06,1022.5,0.39
2005-08-18,3.21,439.5,-0.09,6.99,0.07,4.206,-1.57,88.54,0.69,1018.5,0.04
2005-08-17,3.21,439.9,-1.39,6.985,-0.68,4.273,1.42,87.93,0.66,1018.05,-0.04
2005-08-16,3.21,446.1,0.88,7.033,1.15,4.213,-1.73,87.35,0.15,1018.5,0.3
2005-08-15,3.21,442.2,-0.83,6.953,-1.74,4.287,0.87,87.22,0.45,1015.5,0.1
2005-08-12,3.21,445.9,0.09,7.076,-1.3,4.25,-1.8,86.83,-0.17,1014.5,0.32
2005-08-11,3.21,445.5,2.06,7.169,1.53,4.328,-1.55,86.98,-0.67,1011.25,-0.12
2005-08-10,3.21,436.5,0.53,7.061,0.64,4.396,0.09,87.57,-0.26,1012.5,-0.2
2005-08-09,3.21,434.2,-0.12,7.016,0.29,4.392,-0.77,87.8,-0.02,1014.5,-0.29
2005-08-08,3.21,434.7,-0.57,6.996,-1.98,4.426,0.77,87.82,-0.15,1017.5,0.1
2005-08-05,3.21,437.2,-0.16,7.137,-1.29,4.392,1.76,87.95,0.29,1016.5,0.49
2005-08-04,3.21,437.9,0.23,7.23,-0.74,4.316,0.47,87.7,-0.17,1011.5,-0.39
2005-08-03,3.21,436.9,1.16,7.284,0.64,4.296,-1.01,87.85,-0.89,1015.5,-0.39
2005-08-02,3.21,431.9,0,7.238,-0.59,4.34,0.56,88.64,-0.07,1019.5,-0.59
2005-08-01,3.21,431.9,0.47,7.281,0.59,4.316,0.79,88.7,-0.59,1025.5,0.21
2005-07-29,3.21,429.9,0.58,7.238,0.84,4.282,2.12,89.23,0,1023.3,-0.44
2005-07-28,3.21,427.4,0.64,7.178,2.32,4.193,-1.62,89.23,-0.42,1027.85,-0.32
2005-07-27,3.21,424.7,0.31,7.015,0.31,4.262,0.8,89.61,-0.34,1031.1,0.55
2005-07-26,3.21,423.4,-0.54,6.993,-1.69,4.228,-0.52,89.92,0.47,1025.5,1.16
2005-07-25,3.21,425.7,0.24,7.113,0.38,4.25,0.66,89.5,-0.02,1013.7,-0.86
2005-07-22,3.21,424.7,-0.16,7.086,-0.28,4.222,-1.4,89.52,0.77,1022.5,-1.26
2005-07-21,3.21,425.4,0.88,7.106,0.97,4.282,2.93,88.84,-0.4,1035.5,-0.86
2005-07-20,3.21,421.7,0.48,7.038,1.21,4.16,-0.6,89.2,-0.6,1044.5,0
2005-07-19,3.21,419.7,-0.19,6.954,-0.29,4.185,-0.97,89.74,0.25,1044.5,1.06
2005-07-18,3.21,420.5,-0.05,6.974,0.26,4.226,1.32,89.52,-0.11,1033.5,-0.48
2005-07-15,3.21,420.7,0.26,6.956,-0.07,4.171,-0.24,89.62,0.39,1038.5,0.39
2005-07-14,3.21,419.6,-1.01,6.961,-1.02,4.181,0.46,89.27,0.11,1034.5,-0.19
2005-07-13,3.21,423.9,-0.56,7.033,-0.21,4.162,0.34,89.17,1.01,1036.5,0.1
2005-07-12,3.21,426.3,0.19,7.048,-0.3,4.148,1.2,88.28,-1.18,1035.5,-0.43
2005-07-11,3.21,425.5,0.61,7.069,1.07,4.099,0,89.33,-0.91,1040,-1
2005-07-08,3.21,422.9,-0.09,6.994,0.65,4.099,0.76,90.15,-0.06,1050.5,-0.1
2005-07-07,3.21,423.3,-0.05,6.949,0.48,4.068,-0.15,90.2,-0.06,1051.5,-0.28
2005-07-06,3.21,423.5,0.14,6.916,1.26,4.074,-0.9,90.25,-0.09,1054.5,0.48
2005-07-05,3.21,422.9,-1.15,6.83,-0.23,4.111,1.38,90.33,0.01,1049.5,0.58
2005-07-01,3.21,427.8,-1.86,6.851,-2.52,4.055,3.42,90,1.15,1034.5,-0.1
2005-06-30,3.21,435.9,-0.32,7.028,-0.41,3.921,-1.68,88.98,0.01,1035.5,0.39
2005-06-29,3.21,437.3,0.21,7.057,-0.55,3.988,0.35,88.97,0.15,1031.5,0.78
2005-06-28,3.21,436.4,-0.89,7.096,-1.99,3.974,1.71,88.84,0.62,1023.5,0.99
2005-06-27,3.21,440.3,-0.05,7.24,-0.52,3.907,-0.46,88.29,-0.46,1013.5,0
2005-06-24,3.21,440.5,-0.27,7.278,0.11,3.925,-0.81,88.7,-0.36,1013.5,0.29
2005-06-23,3.21,441.7,0.82,7.27,0.23,3.957,0.28,89.02,0.66,1010.55,0
2005-06-22,3.21,438.1,-0.18,7.253,-0.47,3.946,-2.5,88.44,0.45,1010.5,0.2
2005-06-21,3.21,438.9,0.11,7.287,-0.14,4.047,-1.7,88.04,-0.36,1008.5,-0.2
2005-06-20,3.21,438.4,0.02,7.297,-0.45,4.117,1.01,88.36,0.91,1010.5,0.1
2005-06-17,3.21,438.3,0.48,7.33,-0.41,4.076,0.12,87.56,-1.2,1009.5,-0.49
2005-06-16,3.21,436.2,1.65,7.36,0.55,4.071,-0.97,88.62,0.08,1014.5,0.1
2005-06-15,3.21,429.1,0.37,7.32,0.7,4.111,-0.05,88.55,-0.68,1013.5,-0.2
2005-06-14,3.21,427.5,-0.42,7.269,0.22,4.113,0.46,89.16,-0.11,1015.5,-0.2
2005-06-13,3.21,429.3,0.44,7.253,-0.32,4.094,0.96,89.26,0.61,1017.5,0.89
2005-06-10,3.21,427.4,0.75,7.276,0.32,4.055,2.61,88.72,0.76,1008.5,0.5
2005-06-09,3.21,424.2,-0.12,7.253,-2.75,3.952,0.33,88.05,0.17,1003.5,-0.3
2005-06-08,3.21,424.7,-0.02,7.458,0.39,3.939,0.82,87.9,0.48,1006.5,0.2
2005-06-07,3.21,424.8,-0.4,7.429,-1.22,3.907,-1.24,87.48,-0.14,1004.5,-0.1
2005-06-06,3.21,426.5,0.66,7.521,0.41,3.956,-0.63,87.6,-0.5,1005.5,-0.3
2005-06-03,3.21,423.7,0.24,7.49,-0.48,3.981,1.74,88.04,0.34,1008.5,-0.49
2005-06-02,3.21,422.7,1.78,7.526,0.24,3.913,0.59,87.74,-0.45,1013.5,-0.2
2005-06-01,3.21,415.3,-0.24,7.508,0.86,3.89,-2.43,88.14,0.39,1015.5,0.79
2005-05-31,3.21,416.3,-0.83,7.444,1.94,3.987,-2.06,87.8,1.61,1007.5,0.49
2005-05-27,3.21,419.8,0.43,7.302,2.1,4.071,-0.32,86.41,-0.53,1000.5,-0.1
2005-05-26,3.21,418,-0.19,7.152,0.41,4.084,-0.15,86.87,0.6,1001.5,0
2005-05-25,3.21,418.8,0.31,7.123,1.93,4.09,1.46,86.35,-0.05,1001.5,0.5
2005-05-24,3.21,417.5,0.22,6.988,0.55,4.031,-0.76,86.39,0.02,996.5,-0.8
2005-05-23,3.21,416.6,-0.19,6.95,0.22,4.062,-1.57,86.37,-0.35,1004.5,-0.4
2005-05-20,3.21,417.4,-0.74,6.935,-2.6,4.127,0.19,86.67,0.66,1008.5,0.4
2005-05-19,3.21,420.5,-0.24,7.12,-0.9,4.119,0.61,86.1,0.34,1004.5,0.5
2005-05-18,3.21,421.5,0.5,7.185,2.28,4.094,-0.66,85.81,-0.45,999.5,0.03
2005-05-17,3.21,419.4,0.12,7.025,1.3,4.121,-0.34,86.2,0.09,999.25,-0.82
2005-05-16,3.21,418.9,-0.31,6.935,0.14,4.135,0.34,86.12,0.02,1007.5,0.2
2005-05-13,3.21,420.2,-0.33,6.925,-0.33,4.121,-1.32,86.1,0.68,1005.5,0.63
2005-05-12,3.21,421.6,-1.31,6.948,-1.86,4.176,-0.71,85.52,0.67,999.25,0.18
2005-05-11,3.21,427.2,0,7.08,-0.28,4.206,0.05,84.95,0.59,997.5,-0.18
2005-05-10,3.21,427.2,0.23,7.1,0.47,4.204,-1.96,84.45,-0.18,999.25,-0.22
2005-05-09,3.21,426.2,0.02,7.067,1.65,4.288,0.56,84.6,-0.02,1001.5,-0.1
2005-05-06,3.21,426.1,-0.86,6.952,-1.39,4.264,2.55,84.62,0.81,1002.5,0.28
2005-05-05,3.21,429.8,0.19,7.05,0.97,4.158,-0.81,83.94,-0.01,999.7,0.42
2005-05-04,3.21,429,0.54,6.982,1.91,4.192,0.53,83.95,-0.6,995.5,-0.7
2005-05-03,3.21,426.7,-0.65,6.851,0.16,4.17,-0.57,84.46,0.01,1002.5,0.1
2005-05-02,3.21,429.5,-1.26,6.84,-0.91,4.194,-0.14,84.45,0.04,1001.5,0.44
2005-04-29,3.21,435,0.86,6.903,-0.06,4.2,1.25,84.42,0.07,997.1,-0.54
2005-04-28,3.21,431.3,-0.39,6.907,-3.18,4.148,-1.92,84.36,0.31,1002.5,0.1
2005-04-27,3.21,433,-1.12,7.134,-1.61,4.229,-0.98,84.1,0.19,1001.5,0.27
2005-04-26,3.21,437.9,0.76,7.251,-0.07,4.271,0.38,83.94,0.18,998.8,-0.02
2005-04-25,3.21,434.6,0.07,7.256,-0.21,4.255,0.09,83.79,0.41,999,-0.15
2005-04-22,3.21,434.3,0.3,7.271,0.8,4.251,-1.19,83.45,-0.31,1000.5,-0.79
2005-04-21,3.21,433,-0.53,7.213,-1.64,4.302,2.65,83.71,0.28,1008.5,0.3
2005-04-20,3.21,435.3,0.55,7.333,1.2,4.191,-0.62,83.48,-0.27,1005.5,-0.49
2005-04-19,3.21,432.9,1.26,7.246,2.91,4.217,-1.33,83.71,-0.31,1010.5,-0.69
2005-04-18,3.21,427.5,0.61,7.041,0.33,4.274,0.64,83.97,-0.63,1017.5,-0.05
2005-04-15,3.21,424.9,0.21,7.018,-0.54,4.247,-1.55,84.5,-0.58,1018,-0.05
2005-04-14,3.21,424,-1.23,7.056,-2.29,4.314,-1.19,84.99,0.7,1018.5,0.69
2005-04-13,3.21,429.3,0.4,7.221,0.98,4.366,0.18,84.4,0,1011.5,-0.39
2005-04-12,3.21,427.6,-0.23,7.151,-1.38,4.358,-1.8,84.4,0.33,1015.5,0.2
2005-04-11,3.21,428.6,0.4,7.251,1.26,4.438,-0.8,84.12,-0.34,1013.5,0
2005-04-08,3.21,426.9,0.09,7.161,1.27,4.474,-0.31,84.41,-0.55,1013.5,0.1
2005-04-07,3.21,426.5,-0.14,7.071,-0.63,4.488,1.4,84.88,0.24,1012.5,-0.39
2005-04-06,3.21,427.1,0.61,7.116,1.09,4.426,-1.03,84.68,0.09,1016.5,-0.1
2005-04-05,3.21,424.5,0.14,7.039,0.27,4.472,0.22,84.6,-0.21,1017.5,0
2005-04-04,3.21,423.9,-0.47,7.02,0.43,4.462,0.25,84.78,0.45,1017.5,0.49
2005-04-01,3.21,425.9,-0.65,6.99,-2.51,4.451,-0.82,84.4,0.42,1012.5,-0.49
2005-03-31,3.21,428.7,0.42,7.17,0.41,4.488,-1.41,84.05,-0.24,1017.5,-0.68
2005-03-30,3.21,426.9,0.21,7.141,1.84,4.552,-0.63,84.25,-0.06,1024.5,0
2005-03-29,3.21,426,0.02,7.012,1.48,4.581,-1.36,84.3,-0.37,1024.5,0.59
2005-03-28,3.21,425.9,0.28,6.91,-0.33,4.644,0.98,84.61,0.59,1018.5,0.41
2005-03-24,3.21,424.7,-0.12,6.933,-0.63,4.599,0.24,84.11,0.12,1013.5,0.1
2005-03-23,3.21,425.2,-1.41,6.977,-1.32,4.588,-1.27,84.01,0.79,1012.5,0.29
2005-03-22,3.21,431.3,0.05,7.07,-0.38,4.647,2.65,83.35,0.62,1009.6,0.01
2005-03-21,3.21,431.1,-1.87,7.097,-3.8,4.527,0.35,82.84,0.9,1009.5,0.5
2005-03-18,3.21,439.3,0.14,7.377,-0.11,4.511,0.96,82.1,0.35,1004.5,0.36
2005-03-17,3.21,438.7,-1.13,7.385,-0.54,4.468,-0.89,81.81,0.28,1000.85,-0.29
2005-03-16,3.21,443.7,0.64,7.425,0.65,4.508,-0.94,81.58,-0.67,1003.8,-0.01
2005-03-15,3.21,440.9,-0.05,7.377,-0.04,4.551,0.82,82.13,0.35,1003.9,0.31
2005-03-14,3.21,441.1,-1.14,7.38,-2.06,4.514,-0.7,81.84,0.52,1000.8,0.31
2005-03-11,3.21,446.2,0.77,7.535,0.57,4.546,1.72,81.42,-0.16,997.75,-0.25
2005-03-10,3.21,442.8,0.16,7.492,-1.47,4.469,-1.3,81.55,-0.09,1000.3,-0.08
2005-03-09,3.21,442.1,0.41,7.604,1.36,4.528,2.98,81.62,-0.43,1001.1,-0.32
2005-03-08,3.21,440.3,1.22,7.502,1.94,4.397,1.92,81.97,-0.98,1004.3,-0.04
2005-03-07,3.21,435,0.18,7.359,0.14,4.314,-0.02,82.78,0.3,1004.7,-0.38
2005-03-04,3.21,434.2,1,7.349,1.66,4.315,-1.55,82.53,-0.94,1008.5,0.2
2005-03-03,3.21,429.9,-0.67,7.229,-1.07,4.383,0.05,83.31,0.25,1006.5,-0.1
2005-03-02,3.21,432.8,-0.02,7.307,1.08,4.381,0.23,83.1,0.41,1007.5,0.3
2005-03-01,3.21,432.9,-0.82,7.229,-1.77,4.371,-0.23,82.76,0.3,1004.5,0
2005-02-28,3.21,436.5,0.37,7.359,0.93,4.381,2.6,82.51,-0.17,1004.5,-0.4
2005-02-25,3.21,434.9,0.09,7.291,-1.22,4.27,-0.44,82.65,-0.29,1008.5,0.1
2005-02-24,3.21,434.5,-0.09,7.381,-0.81,4.289,0.42,82.89,0.27,1007.5,0.4
2005-02-23,3.21,434.9,0.09,7.441,-1.01,4.271,-0.47,82.67,0.32,1003.5,-0.2
2005-02-22,3.21,434.5,1.73,7.517,1.4,4.291,0.63,82.41,-1.33,1005.5,-1.76
2005-02-18,3.21,427.1,-0.05,7.413,0.65,4.264,1.89,83.52,0.05,1026.5,0.1
2005-02-17,3.21,427.3,0.42,7.365,1.61,4.185,0.6,83.48,-0.29,1025.5,-0.19
2005-02-16,3.21,425.5,-0.09,7.248,-1.43,4.16,1.41,83.72,0.14,1027.5,0.29
2005-02-15,3.21,425.9,0.02,7.353,0.27,4.102,0.61,83.6,-0.48,1024.5,-0.1
2005-02-14,3.21,425.8,1.26,7.333,1.83,4.077,-0.37,84,-0.72,1025.5,-0.77
2005-02-11,3.21,420.5,0.79,7.201,3.52,4.092,0.02,84.61,0.05,1033.5,-0.48
2005-02-10,3.21,417.2,1.04,6.956,5.7,4.091,2.63,84.57,-0.59,1038.5,0
2005-02-09,3.21,412.9,0.07,6.581,0.52,3.986,-0.92,85.07,-0.08,1038.5,0.19
2005-02-08,3.21,412.6,-0.24,6.547,0.03,4.023,-0.81,85.14,0.05,1036.5,0.68
2005-02-07,3.21,413.6,-0.1,6.545,-1.21,4.056,-0.66,85.1,0.77,1029.5,0.59
2005-02-04,3.21,414,-0.62,6.625,-0.63,4.083,-2.06,84.45,0.5,1023.5,-0.2
2005-02-03,3.21,416.6,-1.07,6.667,-1.08,4.169,0.58,84.03,0.57,1025.5,-0.23
2005-02-02,3.21,421.1,0.07,6.74,0.3,4.145,0.02,83.55,0.1,1027.85,-0.06
2005-02-01,3.21,420.8,-0.24,6.72,-0.25,4.144,0.29,83.47,-0.2,1028.5,0.19
